timestamp,diario,tag,Largo
17/12/2019 07:47:34 p. m.,Me siento frustrada,Negativo,19
17/12/2019 08:23:14 p. m.,Siento un poco de distancia con mi jefe espero que no sea porque estoy haciendo algo mal en mi trabajo y que en cualquier momento me pueda dar retroalimentación sobre lo que pasa,Negativo,178
17/12/2019 09:54:43 p. m.,Cansada,Negativo,7
17/12/2019 10:37:27 p. m.,"Estoy emocionado, por todas las cosas buenas que están por venir el próximo año!",Positivo,80
17/12/2019 10:40:42 a. m.,Tranquila pero con muchas cosas en la cabeza,Ambivalente,44
17/12/2019 11:45:32 a. m.,Jfuucici,-,8
18/04/2020 01:12:58 a. m.,"Estoy triste porke hoy murio una persona muy importante en mi vida Don Juan y no pude estar allí cuando me necesitaba, sin embargo pudimos apoyarlos pese a la distancia por un amigo de la infancia. Además despidieron a mi compañera EVA espero que se encuentre bien y disfrute mucho a su familia en este lapso y que encuentre trabajo pronto. Tengo fe en que algún día volveré a ver a Don Juan y podré decirle lo feliz que me hizo cuando era adolescente.",Ambivalente,452
18/04/2020 01:55:26 p. m.,Fíjate q me siento preocupada y un un poco angustiada por un problema de salud física,Negativo,85
18/04/2020 06:16:13 p. m.,Me siento tranquila aunque padezco de insomnio si me preocupo por esta situación del Coronavirus y mas por mis hijos y nietos pero tengo esperanza que pase pronto y todos salgamos bien de salud,Ambivalente,193
18/04/2020 08:51:47 p. m.,Con mucha carga emocional y economica un poco desalientada.,Negativo,59
18/04/2020 10:43:39 p. m.,"No tengo esperanza. No la quiero. Porque no me alivia.
No deseo ver al alguien, ordenar mis actividades, ansiarlo, tener la experiencia. Y de nuevo nada. Que me satisface.",Negativo,171
18/04/2020 12:09:13 a. m.,En este momento me arden mis ojos me parece que ya tengo que dormir,Negativo,67
18/05/2020 04:39:47 p. m.,Me siento muy bien física y mentalmente,Positivo,39
18/05/2020 06:24:48 p. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
18/05/2020 08:34:56 p. m.,"Me siento algo ansiosa y triste, algunas cosas no han salido como pensaba y eso me abruma, intento enfocarme en lo positivo, ya casi termino mi tesis, pero a veces no me es suficiente para enfocarme en eso.",Negativo,206
18/06/2020 04:47:21 p. m.,Me siento bien porque en la mañana sentí in ligero dolor de cabeza . Más ya desapareció y ahora estoy ya muy tranquilo . Sin ningún malestar,Positivo,140
18/06/2020 09:06:33 a. m.,"Te hiciste daño, no puede ser. Tienes que esforzarte",Negativo,52
18/06/2020 10:01:06 p. m.,En paz al estar con mis hijas,Positivo,29
18/06/2020 10:06:33 a. m.,"Ya no sé cómo intentar que mi hijo acepte a su hermana, sufro cuando viene y mi hijo la hace sentir mal",Negativo,103
18/06/2020 10:10:52 a. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: [5547376090](tel://5547376090)",JENNY,197
18/06/2020 10:11:22 a. m.,"Ayer me pelee con mi mamá porque me desvaloriza, desvalorizó mi trabajo, dijo que mi papá me mantenía y eso me dolió y caló....y siempre ha sido así conmigo, nunca me ha valorado y me caga, por eso la evito siempre...por culera.",Negativo,228
18/06/2020 10:32:40 a. m.,"Me siento ansioso, me siento intranquilo en muchos aspectos, en mi trabajo en mi estudio personal con la medicina. Me siento intranquilo y molesto con mi novia",Negativo,159
18/06/2020 11:20:28 a. m.,"Amanecí con muy buena actitud y dormí muy bien. Pero ayer fue una tarde de control, estrés y perfeccionismo",Ambivalente,107
18/10/2019 01:17:35 p. m.,Me siento muy contenta.,Positivo,23
18/10/2019 12:40:59 p. m.,"Feliz llegando a Miami, con buenas noticias de que cancelaron ls multas del IMSS",Positivo,80
18/11/2019 01:30:38 p. m.,Siento que no logro estar donde quisiera estar.,Negativo,47
18/11/2019 01:51:04 p. m.,Chingon,Positivo,7
18/11/2019 05:12:55 p. m.,Mi esposa esta de viaje en la india y me siento muy solo,Negativo,56
18/11/2019 06:00:46 p. m.,Enojado,Negativo,7
18/11/2019 08:01:07 p. m.,"Me siento triste pero apoyada por li familia y amigos, no sé cómo a veces podemos ser tan ciegos y no ver que la persona que dice amarte te daña tanto",Negativo,150
18/11/2019 09:44:44 p. m.,Confiado,Positivo,8
18/11/2019 11:01:56 a. m.,"Me siento súper bien, mi esposo me invitó a desayunar y me encanta pasar tiempo con él. Al rato me llevará a comprar elástico para coser algunas sábanas que quiero hacer... los niños están descansando en la casa...",Positivo,214
18/12/2019 03:37:30 p. m.,"Tuve un día pesado, pleito con un compañero de trabajo",Negativo,54
18/12/2019 06:01:20 p. m.,Emoción,Ambivalente,7
18/12/2019 08:34:19 a. m.,Cansada,Negativo,7
18/12/2019 10:04:35 a. m.,Tristeza,Negativo,8
18/12/2019 10:09:23 a. m.,Incertidumbre,Negativo,13
18/12/2019 10:33:35 p. m.,"Hoy tuve la posada de mi equipo y llevé a mis bebés 
Sigo sintiendo que no me da tiempo de hacer todo lo que tengo que hacer",Ambivalente,124
19/01/2020 08:00:51 p. m.,Algo cansada jenny,Negativo,18
19/02/2020 09:00:50 a. m.,"Pues tengo proyectos en mente, estoy motivada a llevarlos acabo y seguir adelante.",Positivo,82
19/02/2020 11:32:01 a. m.,"No pude dormir y eso dificultó mi llegada al trabajo, quiero que me paguen más para poder asistir a una consulta en forma sin tener que estar llendo a lugares donde no me atienden me siendo desesperado porque no me cuadran las cuentas y cada día son más altas. Desearía que ese aumento llegue pronto y la situación laboral siga mejorando como antes",Negativo,348
19/03/2020 06:27:22 p. m.,Me siento bien hay trabajo y eso esta muy bien,Positivo,46
19/04/2020 03:09:18 p. m.,"Me siento desanimado ya que mis pensamientos me agobian, el pensar que yo siempre soy el del problema, qué a pesar que trate de dar lo mejor de mi nunca es suficiente y sobre todo para mi padre, siempre me reprocha que no soy un buen hijo, en mi mente siempre están la palabras fracaso, decepción, bueno para nada, inútil y son cosas que me hacen sentir mal, porque de verdad siempre trato dar lo mejor de mi, mientras escribo esto reprimo mis lágrimas",Negativo,452
19/04/2020 08:09:55 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
19/04/2020 08:42:00 p. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
19/05/2020 01:43:12 p. m.,Entiendo,-,8
19/05/2020 07:31:16 p. m.,"Me siento magnífico, con la alegría de estar en casa",Positivo,52
19/06/2020 08:04:43 p. m.,"Se termina un fin de semana productivo y tranquilo, ya me siento en paz,",Positivo,72
19/06/2020 09:29:16 p. m.,"No me siento bien porque hoy mi esposo amaneció de mal humor, el tiene sueños feos muy seguido y piensa que son reales y me hace la vida imposible ese día, si estoy en el celular y x casualidad entro al baño con el se molesta y me cela cañón, en verdad es insufrible y hoy fue uno de esos molestos días",Negativo,302
19/06/2020 10:19:09 a. m.,Me siento con sueño y con dolores en el pecho. Quisiera darme el día y no hacer nada,Negativo,84
19/11/2019 04:19:10 p. m.,Gracias,-,7
19/11/2019 05:02:43 p. m.,Feliz,Positivo,5
19/11/2019 10:18:25 a. m.,"A pesar de todos los comentarios poco optimistas que he estado recibiendo de algunas personas, espero que con ayuda de Dios empiecen a cosecharse algunos frutos de mi esfuerzo en el trabajo.",Ambivalente,190
19/11/2019 10:20:04 p. m.,"Me libre de algo horrible en mi vida, hoy acepto que viví violencia física, emocional y mental en mi última relación y me da mucha tristeza pero también fortaleza el poder darme cuenta de lo que me pasaba",Ambivalente,204
19/11/2019 10:29:35 p. m.,"Conseguí un logro que me ha costado algo de trabajo por algunas semanas, sentí alivio y un poco de paz interna. No era tan grave el asunto pero me sentí relajado una vez vi que se cumplió.",Positivo,188
19/12/2019 02:16:31 p. m.,Feliz,Positivo,5
19/12/2019 06:31:20 a. m.,Con sueño,Negativo,9
19/12/2019 07:36:56 p. m.,Desesperado,Negativo,11
19/12/2019 09:08:51 p. m.,Propositivo,Positivo,11
19/12/2019 09:26:01 p. m.,"Me siento muy entusiasmada por esta fechas kiero hacer muchas cosas, aunque a veses las actitudes de las personas que me rodean me hacen sentir desilusionada y con enojo",Ambivalente,169
19/12/2019 10:02:36 a. m.,Aflojerada,Negativo,10
19/12/2019 12:10:12 p. m.,La época más bonita del año se està llenando de estrés y presión.,Ambivalente,65
19/12/2019 12:14:15 p. m.,Cansada,Negativo,7
20/01/2020 01:39:55 p. m.,Me siento mal,Negativo,13
20/01/2020 01:55:25 p. m.,Ufjfxjjxjf,-,10
20/01/2020 06:13:21 a. m.,Excelente dia,Positivo,13
20/01/2020 06:33:50 p. m.,Todo bien,Positivo,9
20/01/2020 09:02:17 a. m.,Lograr mi objetivo,Positivo,18
20/01/2020 09:26:12 a. m.,Siento un poco de sueño,Negativo,23
20/01/2020 09:48:56 p. m.,Me siento a gusto hemos tenido una semana pesada pero ha servido para fortalecer la relación de pareja,Ambivalente,102
20/01/2020 10:24:55 p. m.,Estoy desconcertada por tantas cosas que pasan a mi alrededor,Negativo,61
20/01/2020 11:53:32 a. m.,"Tranquila, pensando en cosas que quiero hacer en el futuro",Positivo,58
20/01/2020 12:21:09 p. m.,Odio los simulacros,Negativo,19
20/02/2020 01:05:36 p. m.,Aquí probando,Ambivalente,13
20/02/2020 10:29:10 a. m.,Toco bien,Positivo,9
20/03/2020 05:12:25 p. m.,"Hoy me siento con algo de miedo, no entiendo si es porque estoy enferma",Negativo,71
20/03/2020 09:16:01 a. m.,"Elige una opción:|Flujos de mejora/Explícame más/Lanzar test/Storyboard/NOM 035/PNG/FLUJO NUEVO DE LA NOM/STICKER/Video vertical Yt/Video vertical vimeo/FLUJOS NUEVOS/Ejercicio ""Aquí y ahora""/Mensaje con imagen/Mensajes continuos/Imagen Interna/Imagen de Diane/gif",JENNY,264
20/04/2020 01:22:12 p. m.,Pensativo y con incertidumbre hacia el futuro de la salud personal y familiar,Negativo,77
20/04/2020 05:20:48 a. m.,"Me siento mal, estaba en una relación pero el me dijo que yo no lo valore y te juro que di lo mejor de mi...primero me apoyó en todo y luego simplemente me evito diciendo que lo trataba mal y que le daba igual y por eso me siento un asco de persona como todos los dias",Negativo,268
20/04/2020 06:12:51 p. m.,Estresado y desanimado,Negativo,22
20/04/2020 09:39:38 a. m.,"En este momento me siento tranquila, hoy no desperté con ganas de seguir durmiendo, a pesar de sentir que no dormí profundamente, siento que duerme solo una mitad de mi, pero mis ojos y oídos siguen despiertos, no sé cómo explicarlo",Positivo,232
20/04/2020 10:26:33 p. m.,"Cada vez es más difícil la convivencia con mi hermana. Algo le disgusta pero no está dispuesta a hablarlo, es grosera, cortante cada vez se aleja más y yo me siento frustrada estoy en su casa y no se qué hacer como solucionar este conflicto si ella no está dispuesta",Negativo,266
20/04/2020 12:41:47 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
20/05/2020 10:38:20 p. m.,No me puedo comunicar con la pareja es muy difícil,Negativo,50
20/05/2020 11:13:17 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: [5547376090](tel://5547376090)",JENNY,197
20/06/2020 02:31:42 p. m.,"Siento que tengo que ser selectivo con mis amistades; que mi humor y mis emociones pueden verse afectados por gente que no es positiva.
Hoy surfié con Ariel y Martín, gente buena onda y agradable, pero creo que no me aportan; y hoy en día, necesito gente que me haga crecer, no estancarme.",Negativo,289
20/06/2020 06:00:53 p. m.,E siento. Miu bien,Positivo,18
20/06/2020 08:03:13 p. m.,"Hice el último día de ejercicio de la semana ya que en domingo descanso, acompañé a mi esposa hacerse su tatuaje el cuál se lo regalé de cumpleaños. Estoy conviviendo con mi familia política y me siento alegre y feliz.",Positivo,218
20/06/2020 09:16:07 a. m.,"Estoy muy contento porque tengo una familia muy linda , aunque a veces discutimos y no compartimos el mismo punto , se que eso es normal ya que no lo tomamos personal, solo hacemos lo mejor para nuestra prosperidad y que sigamos teniendo las necesidades primarias y uno que otro gustó. 😍",Positivo,288
20/11/2019 07:49:22 p. m.,Me siento motivada por mi boda.,Positivo,31
20/11/2019 08:19:39 p. m.,"Me siento bien, hoy fui al gym muy temprano, también hoy estuve trabajando en cosas muy operativas pero me di cuenta que son muy importantes para entregar un proyecto que ha estado parado por mucho tiempo. Me siento muy bien con los avances pero termine cansado. Tengo más responsabilidades con otros proyectos y llegando a casa me enfoque en terminarlos. Ahora veré una serie y charlo con mi madre sobre mi día. Es la mitad de semana. En casa todo bien, pero mi pareja está teniendo problemas en su trabajo y escucho que se quiere cambiar de aires. Le ayudará mucho tener mi soporte estos días",Positivo,594
20/11/2019 10:00:36 p. m.,"Un poco cansado porque fui de viaje, pero me trataron muy bien en el lugar que visité. Me agrada que la gente sea tan acogedora en lugares y con personas desconocidas.",Positivo,167
20/11/2019 10:10:50 a. m.,Hoy me siento contento porque las cosas han ido mejorando un poco más cada vez. Espero que con la ayuda de Dios se concreten los contratos...,Positivo,141
20/11/2019 12:55:10 p. m.,Jcjfu vug itfyxo,-,16
20/12/2019 01:24:56 p. m.,Me siento bien,Positivo,14
20/12/2019 01:55:16 p. m.,Súper bien,Positivo,10
20/12/2019 10:03:57 a. m.,"Me siento liberada y un poco menos estresada porque ya entregué trabajos de la escuela. También, me he sentido más feliz y tranquila por estar con mis papás",Positivo,156
21/01/2020 08:03:45 p. m.,Un poco estresada,Negativo,17
21/01/2020 09:02:39 a. m.,"Me motiva los retos en mi trabajo, aunque me cuesta mucho trabajo despertarme por las mañanas y a veces no tengo ganas de levantarme",Ambivalente,132
21/01/2020 09:08:25 a. m.,"Me siento determinado, feliz y confiado ☺️",Positivo,42
21/02/2020 03:27:34 p. m.,Muchas gracias por compartir tus sentimientos conmigo. Eso es todo por hoy.|Hasta luego 👋,JENNY,90
21/04/2020 08:17:28 p. m.,"Hoy volvió a haber despidos y eso siempre altera un poco el ambiente de trabajo, pero fue menos impresionante que la semana pasada. Por la tarde nos dieron una conferencia de inteligencia emocional y estoy agradecida de tener trabajo.",Ambivalente,234
21/04/2020 12:32:59 p. m.,Siento que tengo ansiedad social y a la vez falta de autoestima,Negativo,63
21/06/2020 05:18:01 p. m.,Hoy me sentí muy amado por mi hija me cantó una canción que yo le cantaba cuando estaba pequeña y me dieron ganas de llorar y abrazarla porque además de que no está cerca de mi también canta hermoso. Feliz día del Padre!!!,Positivo,222
21/06/2020 06:04:29 p. m.,Me siento feliz y enamorado,Positivo,27
21/06/2020 07:54:42 a. m.,Me siento algo cansada y me quiere invadir un sentimiento de abatimiento por no tener una pareja y por esta situación; pero a la vez me siento tranquila porque percibo que soy querida y valorada.,Ambivalente,195
21/10/2019 03:16:49 p. m.,Estresada con muchas cosas por concluir,Negativo,39
21/10/2019 03:16:51 p. m.,Saturado con muchas cosas del trabajo un poco enfermo,Negativo,53
21/10/2019 03:20:22 p. m.,Me quiero morir,Negativo,15
21/10/2019 09:30:18 p. m.,Con mucho ánimo para presentar mis metas de corto plazo,Positivo,55
21/10/2019 12:42:15 p. m.,Estoy tranquila con ganas de trabajar y sacar adelante todo,Positivo,59
21/11/2019 04:08:55 p. m.,Muy bien hoy pagamos la inscripción a la conferencia mundial Hawai y esta padre,Positivo,79
21/11/2019 07:04:35 p. m.,Hoy me siento con mucha energía.,Positivo,32
21/11/2019 08:01:11 p. m.,Desde que escribo mi diario me siento más tranquilo y pienso mucho las cosas antes de enojarme y decirlas,Positivo,105
22/01/2020 02:30:09 p. m.,"Me siento , muy bien por participar en las reuniones de dirección creo que puedo aportar",Positivo,88
22/01/2020 09:03:19 a. m.,"Dormí bien, pero últimamente he soñado mucho y cosas raras, me levanto más temprano de lo normal para evitar llegar tarde, y mi mente siempre va más adelante que yo, creo la ansiedad es parte de mis días, sin embargo, me siento mejor que otros días",Ambivalente,248
22/01/2020 10:07:57 a. m.,Echándole ganas.,Positivo,16
22/01/2020 11:00:02 p. m.,Cansada y con sueño,Negativo,19
22/01/2020 12:30:55 p. m.,Muy bien,Positivo,8
22/04/2020 07:22:58 a. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
22/04/2020 08:13:49 p. m.,"Tuvimos una plática a la hora de la comida mi mamá, mi hija y yo muy agradabla, creo que por fin nos comunicamos con algo, me tardé en regresar a trabajar, pero valió la pena. Mi trabajo hoy estuvo bien, y no me generó estrés o ansiedad, espero seguir así. Gracias por escuchar.",Positivo,278
22/04/2020 08:59:51 a. m.,"Me siento cansada, ultimamente no he dormido bien, estoy preocupada por la pandemia, por la situación económica, me entristece ver cuanta gente esta perdiendo su trabajo y este encierro me esta matando.",Negativo,202
22/05/2020 04:34:19 p. m.,"Hoy me siento muy bien 
Adaptado a mi entorno",Positivo,45
22/05/2020 09:06:13 p. m.,Salí eufórica de clase,Positivo,22
22/06/2020 01:15:13 p. m.,"Aunque bien, me siento un poco confundido con mi situación actual...Fany volvió y se siente extraño.",Ambivalente,100
22/06/2020 04:25:05 p. m.,Atendiendo pendientes del trabajo,Positivo,33
22/06/2020 08:01:27 p. m.,"Ya van varios días que me siento bien, aquella angustia no se ha presentado y estoy tranquilo",Positivo,93
22/06/2020 10:48:37 p. m.,"Mi esposa me agradeció. 
Mi hijo hoy fue grosero conmigo pero ya se resolvió.
Llené un vídeo con el que me describo en un minuto",Ambivalente,128
22/06/2020 10:49:51 p. m.,"Súper recargado de energías, fue intensa la semana pasada y esta pinta para estar retadora, bastante lindo el fin de semana y hoy fue un lindo día",Positivo,146
22/10/2019 02:40:40 p. m.,"Me siento enferma, tengo una sensacion extraña en mi cabeza, que lo que siempre siento y no me gusta sentirme enferma",Negativo,117
22/10/2019 05:07:54 p. m.,Me siento ilusionado de mis nuevos planes de negocio,Positivo,52
22/10/2019 05:38:08 p. m.,Jdjdhdjdjdjdj,-,13
22/10/2019 10:24:32 a. m.,Crudisimo en Miami,Negativo,18
22/11/2019 01:19:06 p. m.,Lo que se me venga a la mente,Ambivalente,29
22/11/2019 04:35:43 p. m.,Siento que el estrés de mi rutina nuevamente se està descontrolando,Negativo,67
22/11/2019 10:46:19 a. m.,Iniciando el día muy emocionado con unos proyectos muy interesantes. Espero se puedan materializar y tener éxito.,Positivo,113
23/01/2020 01:32:14 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
23/01/2020 02:27:12 p. m.,Hoy inicio un curso y eso me emociona,Positivo,37
23/01/2020 05:33:29 p. m.,Me siento a gusto,Positivo,17
23/01/2020 06:05:28 p. m.,"Nada que comentar, todo está saliendo bien; me siento muy bien 😁",Positivo,65
23/01/2020 07:01:03 p. m.,Hay mucha carga de trabajo,Negativo,26
23/01/2020 09:00:39 a. m.,"Me siento feliz, contento, confiado, seguro y determinado! ☺️",Positivo,61
23/01/2020 09:51:14 a. m.,"desde hace algunas semanas el proveedor de grasa no viene por el residuo y debo pedir apoyo a alguien que siempre es discusión con el. Deseo un aumento y en lugar de eso me descuentan. Por otro lado hay alguien que irá a hacer un viaje y no me cae nada bien, no deseo darle más importancia de la que debe y si es algo que me tiene intranquilo",Negativo,342
23/01/2020 12:24:36 p. m.,Estoy ansioso por alguien que no muestra interés en mí,Negativo,54
23/04/2020 10:32:10 p. m.,Me gusto la cena con mi familia y me gusta verlo enfocado para crecer de hacia dentro,Positivo,85
23/05/2020 04:01:58 p. m.,Pues pese a que hoy amanecí con poco ánimo. Me animo el proyecto de la elaboración de un cuento y seguir con mi plan de alimentación de 21 días. Si bien no he cumplido todas las reglas. Me esfuerzo por hacer las tres comidas y eso me da satisfacción,Ambivalente,249
23/05/2020 04:02:52 p. m.,"Me siento triste ya que nose que rumbo tomar hacia mi vida, estudie, tome cursos me prepare y aún así nose que es suficiente para mi. Me hace sentir triste porque no debería sentirme así.",Negativo,187
23/06/2020 06:43:31 p. m.,Feliz,Positivo,5
23/06/2020 08:22:59 p. m.,Triste y desilusionada,Negativo,22
23/06/2020 09:15:36 a. m.,"Me siento muy presionado en mi trabajo, llevo varios meses en confinamiento, y pienso que si en realidad vale la pena lo que estoy haciendo y que si sobrevivir es lo que en realidad quiero",Negativo,188
23/10/2019 08:19:34 p. m.,Me siento tranquilo sin embargo te comento que falleció un amigo compañero de trabajo y siento tristeza por su mamá,Ambivalente,115
23/10/2019 12:38:24 p. m.,Dhhzhdhdhd,-,10
23/12/2019 03:15:21 p. m.,"Hasta el momento todo fluye de maravilla, me siento tranquilo, feliz y en paz hasta ahora",Positivo,89
23/12/2019 08:10:44 p. m.,Día de nostalgia por la fecha,Negativo,29
23/12/2019 08:36:13 p. m.,Todo muy bien,Positivo,13
23/12/2019 08:38:06 p. m.,"Estoy triste porque tenía mucho tiempo que no me daba un dolor en el pecho, y me preocupa mucho",Negativo,95
23/12/2019 10:00:55 a. m.,Andamos muy animados con esta semana de fiestas navideñas. Espero que ésta Navidad Dios nos traiga a mí y a mi familia mucha salud y estabilidad económica.,Positivo,155
23/12/2019 10:01:31 a. m.,"La verdad me siento angustiada. Me siento cansada, quisiera pasar navidad en Hermosillo, no quiero que mi papá sufra",Negativo,116
23/12/2019 10:05:23 a. m.,Optimista,Positivo,9
23/12/2019 10:11:08 a. m.,Me siento bien. En paz con mi mismo,Positivo,35
23/12/2019 12:47:55 p. m.,Se acercan vacaciones y tiempo en familia. Lo suficiente para estar feliz.,Positivo,74
24/01/2020 01:24:58 p. m.,Lista para mi catequesis mañana y descanso con mis hijas,Positivo,56
24/01/2020 07:39:12 p. m.,Muy bien hoy tengo mi 4 ta Carme asada del año con los del diplomado,Positivo,68
24/01/2020 09:20:42 a. m.,Me siento bien. Un poco cansado pero con ánimo,Ambivalente,46
24/01/2020 09:26:03 a. m.,"Estoy bien, solo algo cansado.",Ambivalente,30
24/01/2020 12:25:39 p. m.,Todo en orden,Positivo,13
24/01/2020 12:50:01 a. m.,Terminando de probar las apps para publicarlas en las tiendas! Espero que todo salga como esperamos!,Positivo,100
24/02/2020 06:14:00 p. m.,Hola jenny buena tarde. Honestamente hoy tuve un día cansado y estresado en el trabajo. Solo quiero llegar a dormir,Negativo,115
24/02/2020 09:34:55 a. m.,"Me siento bien, relajado.",Positivo,25
24/03/2020 10:19:52 a. m.,Todo bien,Positivo,9
24/04/2020 10:51:13 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: 5547376090",JENNY,177
24/05/2020 09:30:25 a. m.,"Me siento muy agradecido con Dios por permitirme vivir, voy saliendo de una enfermadad y aunque debo de admitir que aún tengo un poco de temor, confío plenamente en Dios que todo saldrá bien!",Positivo,191
24/06/2020 06:00:45 p. m.,"Hoy me siento bien, me siento feliz, seguro y enamorado",Positivo,55
24/06/2020 06:16:00 p. m.,Un cambio que realicé en el trabajo descuadro todo y no encuentro la manera de arreglarlo. Además mi papá fue al doctor y no nos dio v buenas noticias. Me siento muy presionada y muy triste. Súper inútil,Negativo,203
24/06/2020 07:49:00 p. m.,"Soy celosa, territorialista,me gusta que ne apapachen.

Con Cristian me estoy sintiendo muy insegura. Creo que esta de loco con todas y eso es posible, pero no creó que sea tan posible


El.problema es que no tengo nada seguro con él. Aunque yo trate de decir que tengo la mente amplia, eso no ew cierto.

Muero de celos.

No puedo hacer pancho, porque creo que no tengo la autoridad para hacerlo, pero muero de celos.

Necesito encontrar a alguien que me pueda dar lo que yo quiero.

Tiempo, sexo, compartir momentos, intimidad.

Los pretendiente que tengo han sido parejas mías.

Pero ello ya no me interesan como algo más.

No se donde encontrar un buen prospecto!",Negativo,667
24/06/2020 10:10:31 a. m.,Mi plan de la mañana no se cumplió como lo había planeado,Negativo,57
24/06/2020 10:23:16 p. m.,"Si estás en una crisis emocional o simplemente quieres platicar con un especialista en salud mental, puedes comunicarte a este número telefónico en cualquier momento: [5547376090](tel://5547376090)",JENNY,197
24/10/2019 02:59:40 p. m.,Súper bien,Positivo,10
24/10/2019 03:14:07 p. m.,Súper confundido,Negativo,16
24/10/2019 03:22:24 p. m.,Todo bien,Positivo,9
24/10/2019 03:35:18 p. m.,Todo súper,Positivo,10
24/10/2019 03:59:44 p. m.,Probando,Ambivalente,8
24/10/2019 04:16:22 p. m.,Esto es una prueba,-,18
24/10/2019 04:23:31 p. m.,Todo falla,Negativo,10
24/10/2019 06:05:25 p. m.,Hoy me celebraron mi cumple en la oficina.,Positivo,42
24/10/2019 06:52:57 p. m.,Supermán,Positivo,8
24/10/2019 07:07:36 p. m.,Solo tratando,Ambivalente,13
24/10/2019 10:40:58 p. m.,Todo bien,Positivo,9
24/10/2019 10:42:34 p. m.,Todo súper,Positivo,10
24/10/2019 10:46:53 p. m.,Diario?,-,7
24/10/2019 11:00:25 p. m.,Dueño,Ambivalente,5
24/10/2019 11:24:52 p. m.,Todo el tiempo enfocado,Positivo,23
24/10/2019 11:46:16 a. m.,Que nuestro pais no avanza y puedo perder mi patrimonio,Negativo,55
24/10/2019 11:47:10 a. m.,"Me siento bien, un poco preocupado por la cuota de ventas, pero trabajando diario.",Positivo,82
24/11/2019 01:27:47 p. m.,Me siento cansado,Negativo,17
24/11/2019 06:13:07 p. m.,Motivado,Positivo,8
24/11/2019 09:52:49 p. m.,"Hoy fue un día muy padre. Hice muchas cosas en el día. Disfrute mucho el domingo. Fui a las bicis, al gym, cocine para la familia de mi pareja y juegue videoojuegos. Termine cosas de la maestría que tenía pendiente de esta semana y aún tengo energía. Mi mamá me platico que le fue muy bien en sus clases de inglés, eso me dio mucho gusto por que se que le va a ayudar mucho en tener algo nuevo y motivador para hacer los fines de semana. Me siento bien con mi pareja y mis amigos. Hoy los vi juntos y eso me gusto",Positivo,513
24/11/2019 10:04:48 p. m.,"Hoy es domingo por eso no platiqué con nadie del trabajo
Me siento tranquilo porque mi hijo de 18 años está con actitud positiva",Positivo,128
24/12/2019 01:05:40 p. m.,"Me siento mal porque Marlo se sintió conmigo. Siento un poco de coraje porque no ayuda, pero me siento culpable por hacerlo sentir mal",Negativo,134
24/12/2019 01:20:32 p. m.,"En estos días he aprendido muchas cosas sobre la manera de ver la vida y a las personas que han sido parte de ella, me aprendido a ser más consciente de mis acciones y también ser más crítica de lo que me rodea",Positivo,210
24/12/2019 02:00:07 p. m.,Esperando la tarde para ir a celebrar la Navidad con la familia.,Positivo,64
24/12/2019 06:13:58 p. m.,"Me siento un poco melancólica, hoy es noche buena y estoy lejos de casa, de mi madre, padre y hermanos, eso me pone algo triste, aunque hable con mamá hace un rato y me gustó mucho conversar con ella y decirle a mis hermanos lo mucho que los amo y aunque los extrañe, tengo que seguir aquí por mi trabajo, trataré de viajar el próximo año para verlos y abrazarlos...",Negativo,366
25/01/2020 09:14:40 p. m.,Super bien,Positivo,10
25/02/2020 02:16:40 p. m.,"Estoy muy confundida, no se que debo hacer con mi matrimonio, no se si lo correcto es darme un break",Negativo,100
25/02/2020 03:17:17 p. m.,JKHKH,-,5
25/02/2020 06:53:48 p. m.,"Hoy conocí a un señor que tiene cancer y me hizo valorar mi vida ,mi familia, mi trabajo y a toda la gente que comparte mi día a día",Ambivalente,132
25/02/2020 10:18:30 a. m.,"Elige una opción:|Video vertical vimeo/Video vertical Yt/STICKER/FLUJO NUEVO DE LA NOM/Storyboard/Lanzar test/Explícame más/Flujos de mejora/PNG/Ejercicio ""Aquí y ahora""/FLUJOS NUEVOS/NOM 035/Mensaje con imagen/Mensajes continuos/Imagen Interna/Imagen de Diane/gif",JENNY,264
25/05/2020 02:19:36 p. m.,Creo que estoy seguro que podré cumplir con mis objetivos esta semana,Positivo,69
